Tarih,Simdi,Acilis,Yuksek,Dusuk,Hac.,Fark %,Fark,RSI,Brent_Petrol,USD_TR,MACD,Williams
11.07.2010,57729.36,57199.35,59065.79,56658.46,2.08,1.01,530.01,41.01,-0.07,-0.84,42.28,-87.98
18.07.2010,59299.53,57392.52,60141.63,57392.52,1.87,2.72,1907.01,39.23,2.76,-1.14,152.13,-85.91
25.07.2010,59866.75,59570.81,60950.85,58961.69,2.01,0.96,295.94,40.14,0.94,-0.98,23.61,-85.16
01.08.2010,59753.02,60335.58,60792.04,58967.43,1.87,-0.19,-582.56,36.78,2.53,-1.16,-46.47,-85.31
08.08.2010,58479.86,60344.19,60441.82,57654.55,1.63,-2.13,-1864.33,42.94,-6.3,1.85,-148.72,-86.99
15.08.2010,58749.93,58611.4,59854.65,58122.18,1.88,0.46,138.53,45.25,-1.13,-0.1,11.05,-86.63
22.08.2010,59345.93,58720.0,59604.7,57927.41,1.55,1.01,625.93,58.95,3.22,0.04,49.93,-85.85
29.08.2010,60998.84,58972.91,61253.85,58811.03,1.61,2.79,2025.93,52.62,0.03,-1.09,161.61,-83.67
05.09.2010,60608.08,60999.73,61174.18,60312.29,573.21,-0.64,-391.65,59.6,1.94,0.62,-31.24,-84.19
12.09.2010,63862.03,61905.08,64447.56,61434.16,2.9,5.37,1956.95,61.04,0.06,-1.03,156.11,-79.9
19.09.2010,64241.48,63973.82,64897.77,63354.21,2.54,0.59,267.66,65.31,0.84,-1.19,21.35,-79.4
26.09.2010,64882.72,64476.99,66121.97,64231.09,2.79,1.0,405.73,64.94,6.19,-2.16,32.37,-78.56
03.10.2010,67217.24,64980.51,67398.49,64709.13,2.82,3.6,2236.73,62.22,0.33,-2.15,178.43,-75.48
10.10.2010,70101.22,67508.89,70820.34,67508.89,4.67,4.29,2592.33,69.69,-1.88,0.06,206.8,-71.69
17.10.2010,71006.82,69980.75,71268.01,69184.58,3.54,1.29,1026.07,68.22,0.62,0.74,81.85,-70.49
24.10.2010,68760.46,71498.42,71776.92,67312.11,2.04,-3.16,-2737.96,67.05,0.23,0.6,-218.41,-73.45
31.10.2010,70779.15,69442.1,71339.82,68146.31,3.21,2.94,1337.05,57.74,5.97,-2.51,106.66,-70.79
07.11.2010,69553.08,70401.7,71665.62,68561.46,3.38,-1.73,-848.62,59.54,-2.01,3.18,-67.7,-72.41
14.11.2010,69998.07,69332.9,70054.71,69048.57,157.78,0.64,665.17,58.46,-2.32,0.22,53.06,-71.82
21.11.2010,66147.74,71095.61,71151.66,65406.38,2.93,-5.5,-4947.87,58.13,1.47,2.97,-394.7,-76.89
28.11.2010,66860.19,66481.92,67551.97,63834.77,3.59,1.08,378.27,45.3,6.82,-0.75,30.18,-75.95
05.12.2010,64759.02,67169.09,68524.06,64629.4,3.39,-3.14,-2410.07,43.1,-1.03,1.77,-192.26,-78.72
12.12.2010,63524.18,65122.1,66970.75,62867.75,3.76,-1.91,-1597.92,44.11,1.32,2.8,-127.47,-80.35
19.12.2010,66267.34,63572.18,66396.49,62436.72,3.2,4.32,2695.16,46.81,2.29,0.16,215.0,-76.73
26.12.2010,66004.48,66163.73,67156.02,65258.89,3.54,-0.4,-159.25,48.38,1.05,-0.33,-12.7,-77.08
02.01.2011,68770.29,66363.04,69725.27,66127.36,5.1,4.19,2407.25,48.76,-1.5,1.99,192.03,-73.44
09.01.2011,67879.62,68515.26,68991.53,67300.87,3.99,-1.3,-635.64,47.56,5.73,-1.23,-50.71,-74.61
16.01.2011,65927.31,67654.83,67680.63,64471.7,3.98,-2.88,-1727.52,51.45,-1.09,1.3,-137.81,-77.18
23.01.2011,63211.27,66236.68,66393.03,62889.29,3.73,-4.12,-3025.41,52.75,1.86,2.6,-241.34,-80.76
30.01.2011,65309.0,62589.06,65868.81,61957.01,3.76,3.32,2719.94,49.97,0.41,-1.87,216.98,-78.0
06.02.2011,64730.35,65538.97,66163.09,63994.63,3.0,-0.89,-808.62,48.64,1.6,0.25,-64.51,-78.76
13.02.2011,65985.76,65347.61,66388.91,64373.12,3.81,1.94,638.15,52.34,1.07,-0.66,50.91,-77.11
20.02.2011,61367.34,65899.32,65899.32,60547.4,3.77,-7.0,-4531.98,52.0,9.38,1.27,-361.53,-83.19
27.02.2011,61112.83,61577.82,61809.28,58068.41,3.85,-0.41,-464.99,47.21,3.42,0.13,-37.09,-83.52
06.03.2011,63781.67,60561.07,63847.13,59424.15,4.69,4.37,3220.6,48.38,-1.84,-1.02,256.91,-80.01
13.03.2011,63839.27,63756.16,65120.97,62500.66,4.26,0.09,83.11,53.76,0.08,-0.28,6.63,-79.93
20.03.2011,64247.0,63794.4,65171.01,63324.67,3.63,0.64,452.6,52.96,1.46,-1.48,36.1,-79.39
27.03.2011,65714.4,64376.06,65714.4,63357.8,3.33,2.28,1338.34,52.39,2.69,-1.64,106.76,-77.46
03.04.2011,68093.26,65633.93,69795.99,65480.35,4.61,3.62,2459.33,52.8,6.7,-1.27,196.19,-74.33
10.04.2011,68450.46,67853.37,68911.52,67583.63,2.93,0.52,597.09,53.12,-2.53,0.13,47.63,-73.86
17.04.2011,68691.77,68810.39,68810.39,66283.4,3.35,0.35,-118.62,48.96,0.44,0.32,-9.46,-73.54
24.04.2011,69250.14,68721.52,69408.66,67345.55,2.86,0.81,528.62,43.52,1.53,0.24,42.17,-72.81
01.05.2011,68240.93,69620.91,70335.62,67968.14,2.87,-1.46,-1379.98,39.34,-13.31,1.61,-110.08,-74.14
08.05.2011,64585.22,68310.49,68574.33,64503.0,3.01,-5.36,-3725.27,39.11,4.31,3.34,-297.17,-78.95
15.05.2011,63298.58,64322.71,65637.65,62512.03,2.17,-1.99,-1024.13,35.88,-1.27,-0.69,-81.7,-80.64
22.05.2011,62407.42,62869.03,65017.13,61854.09,2.59,-1.41,-461.61,38.62,2.35,1.06,-36.82,-81.82
29.05.2011,62806.94,62113.12,63708.59,61138.86,2.65,0.64,693.82,38.04,0.7,-1.85,55.35,-81.29
05.06.2011,63700.3,63000.84,64477.92,63000.84,2.41,1.42,699.46,34.18,2.54,0.13,55.8,-80.11
12.06.2011,61716.68,64102.85,64334.79,59840.38,2.78,-3.11,-2386.17,33.41,-4.69,1.35,-190.35,-82.73
19.06.2011,62072.64,61102.1,62597.48,60311.28,1.9,0.58,970.54,39.16,-7.15,2.5,77.42,-82.26
26.06.2011,63264.51,61669.03,63640.85,61542.65,1.88,1.92,1595.48,34.31,6.33,-1.78,127.27,-80.69
03.07.2011,63596.17,63319.51,64463.13,63045.28,1.74,0.52,276.66,30.5,5.87,1.26,22.07,-80.25
10.07.2011,62635.13,63302.94,63787.09,61801.59,1.91,-1.51,-667.81,31.2,-0.9,1.46,-53.27,-81.52
17.07.2011,59802.32,62426.34,62696.84,59434.48,2.07,-4.52,-2624.02,33.86,1.2,2.78,-209.32,-85.25
24.07.2011,62295.68,59227.3,62530.88,58486.41,2.05,4.17,3068.38,29.43,-1.63,-0.5,244.77,-81.96
31.07.2011,56265.52,62731.8,62799.83,55625.45,2.73,-9.68,-6466.28,30.51,-6.31,3.35,-515.83,-89.91
07.08.2011,52188.65,55111.78,55944.61,48600.16,4.52,-7.25,-2923.13,26.39,-1.23,1.9,-233.18,-95.27
14.08.2011,53061.74,52811.5,54853.83,49930.66,2.97,1.67,250.24,26.28,0.55,0.52,19.96,-94.12
21.08.2011,53707.56,51726.14,53927.39,51569.96,2.39,1.22,1981.42,27.9,2.52,-2.07,158.06,-93.27
28.08.2011,55375.28,54124.07,55760.63,53624.99,494.34,3.11,1251.21,25.85,0.87,0.09,99.81,-91.08
04.09.2011,55902.98,54551.66,56979.8,53885.94,2.45,0.95,1351.32,28.7,0.39,2.23,107.8,-90.38
11.09.2011,57896.5,55041.46,58103.6,54518.96,2.37,3.57,2855.04,26.13,-0.49,-0.79,227.75,-87.76
18.09.2011,56323.38,57344.09,61721.84,55682.81,3.51,-2.72,-1020.71,25.63,-7.35,3.3,-81.42,-89.83
25.09.2011,59693.43,55216.41,60110.4,55009.29,2.59,5.98,4477.02,28.5,-1.16,1.31,357.14,-85.39
02.10.2011,57338.78,58906.61,60115.73,56507.83,2.6,-3.94,-1567.83,33.05,3.04,-0.55,-125.07,-88.49
09.10.2011,59300.29,57731.71,59881.16,57391.99,2.29,3.42,1568.58,32.43,8.31,-1.03,125.13,-85.91
16.10.2011,56792.34,59566.82,59958.89,55387.64,2.34,-4.23,-2774.48,34.96,-4.46,0.17,-221.33,-89.21
23.10.2011,57042.36,57023.68,57446.86,55339.26,2.07,0.44,18.68,36.12,0.32,-4.83,1.49,-88.88
30.10.2011,56180.24,56810.95,56955.26,54121.84,2.47,-1.51,-630.71,36.05,1.87,1.31,-50.31,-90.02
06.11.2011,56201.45,54965.82,56391.97,54874.86,769.74,0.04,1235.63,36.05,1.96,0.39,98.57,-89.99
13.11.2011,54473.9,56609.02,56770.67,54344.7,2.03,-3.07,-2135.12,33.45,-5.78,3.15,-170.32,-92.26
20.11.2011,51071.22,54300.73,54506.52,48812.4,2.65,-6.25,-3229.51,32.87,-1.08,2.99,-257.62,-96.75
27.11.2011,54769.25,51575.94,55154.53,51303.34,2.67,7.24,3193.31,35.39,3.33,-2.91,254.74,-91.88
04.12.2011,53834.91,54944.16,55537.56,52655.86,2.07,-1.71,-1109.25,43.3,-1.2,0.66,-88.49,-93.11
11.12.2011,51665.78,53557.49,53885.46,51088.4,2.07,-4.03,-1891.71,46.3,-4.85,2.35,-150.91,-95.96
18.12.2011,51948.62,51450.31,52846.11,50639.56,1.87,0.55,498.31,47.4,4.46,0.7,39.75,-95.59
25.12.2011,51266.62,52235.82,52618.38,51013.4,1.17,-1.31,-969.2,44.69,-0.54,-0.76,-77.32,-96.49
01.01.2012,50182.53,51314.57,52956.73,50007.03,1.97,-2.11,-1132.04,48.7,5.29,-0.39,-90.31,-97.92
08.01.2012,51561.68,50497.76,52792.6,49263.3,2.59,2.75,1063.92,48.81,-2.32,-0.89,84.87,-96.1
15.01.2012,54888.55,51712.14,55056.62,51484.36,3.04,6.45,3176.41,48.25,-0.53,-1.66,253.39,-91.72
22.01.2012,57356.72,54773.24,57581.86,54223.73,3.1,4.5,2583.48,48.82,1.46,-2.91,206.09,-88.47
29.01.2012,60147.96,57053.88,60442.83,56904.88,3.36,4.87,3094.08,51.18,2.8,-1.34,246.82,-84.79
05.02.2012,59332.11,59917.51,61587.57,58988.29,3.16,-1.36,-585.4,52.57,2.38,0.57,-46.7,-85.87
12.02.2012,61111.3,59806.56,61111.3,59147.2,3.07,3.0,1304.74,55.7,1.94,-0.61,104.08,-83.52
19.02.2012,59737.53,61599.03,61778.66,59142.79,3.19,-2.25,-1861.5,57.93,4.93,0.79,-148.5,-85.33
26.02.2012,60902.41,59571.97,61022.05,58378.71,2.79,1.95,1330.44,57.1,-1.45,0.08,106.13,-83.8
04.03.2012,59280.43,60608.84,60608.84,58862.68,2.42,-2.66,-1328.41,58.63,1.88,1.09,-105.97,-85.94
11.03.2012,62336.32,59146.31,62376.89,58778.01,3.07,5.15,3190.01,59.09,-0.13,0.44,254.47,-81.91
18.03.2012,61417.44,62424.34,63015.6,61248.92,3.03,-1.47,-1006.9,64.76,-0.54,0.28,-80.32,-83.12
25.03.2012,62423.04,61139.69,63035.28,61093.44,3.15,1.64,1283.35,63.36,-1.8,-0.97,102.38,-81.8
01.04.2012,60939.55,62598.34,63616.88,60832.01,3.16,-2.38,-1658.79,61.24,0.45,0.6,-132.33,-83.75
08.04.2012,60582.6,60866.9,61246.78,59388.42,2.97,-0.59,-284.3,63.93,-1.3,0.18,-22.68,-84.22
15.04.2012,60122.9,60205.66,61245.32,59695.6,2.56,-0.76,-82.76,68.2,-2.52,-0.24,-6.6,-84.83
22.04.2012,60596.68,59571.57,61076.07,59241.23,2.18,0.79,1025.11,69.06,0.9,-1.75,81.78,-84.2
29.04.2012,59015.69,60794.65,60861.81,58820.1,1.68,-2.61,-1778.96,67.83,-5.55,-0.13,-141.91,-86.28
06.05.2012,58872.62,58248.77,59325.48,58047.71,1.93,-0.24,623.85,66.82,-0.81,1.51,49.77,-86.47
13.05.2012,56935.76,58677.99,58906.66,56404.94,2.16,-3.29,-1742.23,66.29,-4.56,2.89,-138.98,-89.02
20.05.2012,54809.94,57240.13,57484.56,53997.64,2.13,-3.73,-2430.19,62.22,-0.29,0.67,-193.86,-91.82
27.05.2012,55568.37,55091.48,55790.43,54366.31,2.31,1.38,476.89,56.37,-7.86,0.44,38.04,-90.82
03.06.2012,57300.02,55191.67,57365.55,55132.45,2.07,3.12,2108.35,53.71,1.06,-1.79,168.19,-88.54
10.06.2012,58467.79,58243.09,58663.53,57504.82,1.97,2.04,224.7,53.92,-1.87,-0.67,17.92,-87.01
17.06.2012,60451.41,58897.55,60815.43,58145.07,2.14,3.39,1553.86,53.82,-6.79,0.19,123.95,-84.39
